config_name,model,cell,task,repetition,trajectory_path,report_path,exit_status,evaluation_status,evaluation_error,resolved_present,resolved,model_responses,tool_calls,submission_present,category,origin,measurement_status,measurable,outcome,tokens,api_calls,wall_seconds
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85487,run_12,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_12/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_12/ansible_ansible-85487/report.json,ExecutionFailed,completed,,True,False,54,54,False,timeout,agent,measurable,True,0,1799971,54,1476.95
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85487,run_13,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_13/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_13/ansible_ansible-85487/report.json,ExecutionFailed,completed,,True,False,57,57,False,timeout,agent,measurable,True,0,1727699,56,1481.19
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85487,run_14,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_14/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_14/ansible_ansible-85487/report.json,ExecutionFailed,completed,,True,False,54,54,False,timeout,agent,measurable,True,0,1511945,54,1479.38
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85487,run_15,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_15/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_15/ansible_ansible-85487/report.json,ExecutionFailed,completed,,True,False,76,76,False,timeout,agent,measurable,True,0,2653903,76,1480.11
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85487,run_16,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_16/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_16/ansible_ansible-85487/report.json,ExecutionFailed,completed,,True,False,58,58,False,timeout,agent,measurable,True,0,1669186,58,1470.29
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85487,run_17,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_17/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_17/ansible_ansible-85487/report.json,ExecutionFailed,completed,,True,False,52,52,False,timeout,agent,measurable,True,0,1649817,52,1471.03
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85487,run_18,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_18/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_18/ansible_ansible-85487/report.json,ExecutionFailed,completed,,True,False,57,57,False,timeout,agent,measurable,True,0,1741621,57,1472.83
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85487,run_19,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_19/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_19/ansible_ansible-85487/report.json,Submitted,completed,,True,True,60,59,True,solved,agent,measurable,True,1,2084563,59,1345.42
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_0,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_0/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_0/ansible_ansible-85488/report.json,ExecutionFailed,completed,,True,False,74,74,False,timeout,agent,measurable,True,0,1568978,73,1464.71
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_1,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_1/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_1/ansible_ansible-85488/report.json,Submitted,completed,,True,True,62,61,True,solved,agent,measurable,True,1,1685622,61,1342.15
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_2,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_2/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_2/ansible_ansible-85488/report.json,Submitted,completed,,True,True,68,67,True,solved,agent,measurable,True,1,2022532,67,1404.57
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_3,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_3/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_3/ansible_ansible-85488/report.json,ExecutionFailed,completed,,True,False,81,81,False,timeout,agent,measurable,True,0,1890684,80,1479.36
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_4,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_4/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_4/ansible_ansible-85488/report.json,ExecutionFailed,completed,,True,False,84,84,False,timeout,agent,measurable,True,0,2175028,83,1466.03
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_5,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_5/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_5/ansible_ansible-85488/report.json,ExecutionFailed,completed,,True,False,71,71,False,timeout,agent,measurable,True,0,2147567,71,1482.85
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_6,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_6/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_6/ansible_ansible-85488/report.json,ExecutionFailed,completed,,True,False,80,80,False,timeout,agent,measurable,True,0,1729166,80,1470.15
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_7,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_7/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_7/ansible_ansible-85488/report.json,Submitted,completed,,True,True,85,84,True,solved,agent,measurable,True,1,1801342,84,1461.18
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_8,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_8/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_8/ansible_ansible-85488/report.json,ExecutionFailed,completed,,True,False,109,109,False,timeout,agent,measurable,True,0,2551245,108,1473.56
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_9,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_9/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_9/ansible_ansible-85488/report.json,Submitted,completed,,True,True,58,57,True,solved,agent,measurable,True,1,1017685,57,1013.6
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_10,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_10/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_10/ansible_ansible-85488/report.json,Submitted,completed,,True,True,67,66,True,solved,agent,measurable,True,1,2026370,65,1351.63
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_11,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_11/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_11/ansible_ansible-85488/report.json,ExecutionFailed,completed,,True,False,76,76,False,timeout,agent,measurable,True,0,1644541,76,1468.28
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_12,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_12/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_12/ansible_ansible-85488/report.json,ExecutionFailed,completed,,True,False,87,87,False,timeout,agent,measurable,True,0,2286148,87,1472.34
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_13,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_13/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_13/ansible_ansible-85488/report.json,Submitted,completed,,True,True,78,77,True,solved,agent,measurable,True,1,1740555,77,1452.36
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_14,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_14/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_14/ansible_ansible-85488/report.json,ExecutionFailed,completed,,True,False,67,67,False,timeout,agent,measurable,True,0,1400351,66,1482.72
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_15,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_15/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_15/ansible_ansible-85488/report.json,ExecutionFailed,completed,,True,False,80,80,False,timeout,agent,measurable,True,0,2049478,80,1480.5
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_16,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_16/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_16/ansible_ansible-85488/report.json,ExecutionFailed,completed,,True,False,72,72,False,timeout,agent,measurable,True,0,1569424,72,1466.36
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_17,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_17/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_17/ansible_ansible-85488/report.json,Submitted,completed,,True,True,69,68,True,solved,agent,measurable,True,1,1589870,68,1391.82
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_18,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_18/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_18/ansible_ansible-85488/report.json,Submitted,completed,,True,True,83,82,True,solved,agent,measurable,True,1,1990119,82,1360.65
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,ansible_ansible-85488,run_19,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_19/ansible_ansible-85488/ansible_ansible-85488.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_19/ansible_ansible-85488/report.json,Submitted,completed,,True,True,83,82,True,solved,agent,measurable,True,1,1701596,82,1462.33
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,getzep_graphiti-843,run_0,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_0/getzep_graphiti-843/getzep_graphiti-843.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_0/getzep_graphiti-843/report.json,Submitted,completed,,True,True,9,8,True,solved,agent,measurable,True,1,33999,8,379.67
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,getzep_graphiti-843,run_1,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_1/getzep_graphiti-843/getzep_graphiti-843.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_1/getzep_graphiti-843/report.json,Submitted,completed,,True,True,9,8,True,solved,agent,measurable,True,1,33100,8,333.82
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,getzep_graphiti-843,run_2,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_2/getzep_graphiti-843/getzep_graphiti-843.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_2/getzep_graphiti-843/report.json,Submitted,completed,,True,True,10,9,True,solved,agent,measurable,True,1,37041,9,345.46
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,getzep_graphiti-843,run_3,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_3/getzep_graphiti-843/getzep_graphiti-843.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_3/getzep_graphiti-843/report.json,Submitted,completed,,True,True,10,9,True,solved,agent,measurable,True,1,36902,9,331.28
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,getzep_graphiti-843,run_4,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_4/getzep_graphiti-843/getzep_graphiti-843.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_4/getzep_graphiti-843/report.json,Submitted,completed,,True,True,15,14,True,solved,agent,measurable,True,1,66941,14,450.01
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,getzep_graphiti-843,run_5,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_5/getzep_graphiti-843/getzep_graphiti-843.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_5/getzep_graphiti-843/report.json,Submitted,completed,,True,True,10,9,True,solved,agent,measurable,True,1,36190,9,342.09
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,getzep_graphiti-843,run_6,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_6/getzep_graphiti-843/getzep_graphiti-843.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_6/getzep_graphiti-843/report.json,Submitted,completed,,True,True,12,11,True,solved,agent,measurable,True,1,49841,11,406.58
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,getzep_graphiti-843,run_7,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_7/getzep_graphiti-843/getzep_graphiti-843.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_7/getzep_graphiti-843/report.json,Submitted,completed,,True,True,10,9,True,solved,agent,measurable,True,1,36072,9,339.97
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,getzep_graphiti-843,run_8,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_8/getzep_graphiti-843/getzep_graphiti-843.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_8/getzep_graphiti-843/report.json,Submitted,completed,,True,True,10,9,True,solved,agent,measurable,True,1,35304,9,337.16
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,getzep_graphiti-843,run_9,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_9/getzep_graphiti-843/getzep_graphiti-843.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_9/getzep_graphiti-843/report.json,Submitted,completed,,True,True,10,9,True,solved,agent,measurable,True,1,35404,9,348.36
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,getzep_graphiti-843,run_10,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_10/getzep_graphiti-843/getzep_graphiti-843.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_10/getzep_graphiti-843/report.json,Submitted,completed,,True,True,10,9,True,solved,agent,measurable,True,1,35837,9,354.91
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,getzep_graphiti-843,run_11,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_11/getzep_graphiti-843/getzep_graphiti-843.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_11/getzep_graphiti-843/report.json,Submitted,completed,,True,True,10,9,True,solved,agent,measurable,True,1,36156,9,359.92
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,getzep_graphiti-843,run_12,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_12/getzep_graphiti-843/getzep_graphiti-843.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_12/getzep_graphiti-843/report.json,Submitted,completed,,True,True,15,14,True,solved,agent,measurable,True,1,71827,14,374.32
variance-pilot-qwen,qwen3.6-27b-t06,no_plan,getzep_graphiti-843,run_13,experiments/2026-08-22_02-vplight-qwen/agentbench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_13/getzep_graphiti-843/getzep_graphiti-843.traj.json,experiments/2026-08-22_02-vplight-qwen/swebench/eth-sri_agentbench/no_plan/pi/qwen3.6-27b-t06/run_13/getzep_graphiti-843/report.json,Submitted,completed,,True,True,10,9,True,solved,agent,measurable,True,1,35874,9,367.87
